"";"gps";"sites";"forest";"ind_id";"tag_id";"species";"h";"year";"hnext";"yearnext";"surv";"olre";"cc";"z.cc";"bk1";"z.veg"
"292";"030_T1_P1";30;"l";"P1_12";"Soau_se_1210";"Soau";1,9;2017;NA;2018;0;314;78,57;-0,844147837017259;NA;NA
"295";"030_T1_P1";30;"l";"32";"Soau_se_2013";"Soau";2,8;2018;NA;2019;NA;330;78,57;-0,844147837017259;NA;NA
"296";"030_T1_P1";30;"l";"33";"Soau_se_2014";"Soau";8,2;2018;NA;2019;NA;331;78,57;-0,844147837017259;NA;NA
"297";"030_T1_P1";30;"l";"P1_7";"Soau_se_1205";"Soau";2,6;2017;5,3;2018;1;310;78,57;-0,844147837017259;NA;NA
"298";"030_T1_P1";30;"l";"P1_8";"Soau_se_1206";"Soau";3;2017;NA;2018;0;311;78,57;-0,844147837017259;NA;NA
"299";"030_T1_P1";30;"l";"P1_9";"Soau_se_1208";"Soau";2,4;2017;5,2;2018;1;312;78,57;-0,844147837017259;NA;NA
"300";"030_T1_P1";30;"l";"39";"Soau_se_2019";"Soau";2,9;2018;NA;2019;NA;336;78,57;-0,844147837017259;NA;NA
"303";"030_T1_P4";30;"l";"P4_1";"Viop_se_1200";"Viop";9,8;2017;17;2018;1;354;82,07;-0,251772834267245;NA;NA
"304";"030_T1_P4";30;"l";"P4_12";"Soau_se_1213";"Soau";3,5;2017;4,4;2018;1;346;82,07;-0,251772834267245;NA;NA
"305";"030_T1_P4";30;"l";"P4_13";"Soau_se_1214";"Soau";4;2017;4,1;2018;1;347;82,07;-0,251772834267245;NA;NA
"307";"030_T1_P4";30;"l";"P4_15";"Soau_se_1216";"Soau";4,2;2017;NA;2018;0;349;82,07;-0,251772834267245;NA;NA
"310";"030_T1_P4";30;"l";"P4_14";"Soau_se_1215";"Soau";4;2017;2,7;2018;1;348;82,07;-0,251772834267245;NA;NA
"311";"030_T1_P4";30;"l";"P4_4";"Sani_se_1200";"Sani";4,7;2017;NA;2018;0;343;82,07;-0,251772834267245;NA;NA
"312";"030_T1_P4";30;"l";"P4_6";"Soau_se_1211";"Soau";3,6;2017;NA;2018;0;344;82,07;-0,251772834267245;NA;NA
"313";"030_T1_P4";30;"l";"P4_8";"Soau_se_1212";"Soau";4,2;2017;8,2;2018;1;345;82,07;-0,251772834267245;NA;NA
"316";"035_T2_30";35;"l";"P1_6";"Soau_se_1103";"Soau";2,5;2017;NA;2018;0;514;84,142;0,098913167360764;25;-0,262218756236321
"317";"035_T2_30";35;"l";"P1_7";"Soau_se_1104";"Soau";2,5;2017;NA;2018;0;515;84,142;0,098913167360764;25;-0,262218756236321
"318";"035_T2_30";35;"l";"P1_1";"Fral_se_1101";"Fral";6,5;2017;NA;2018;0;507;84,142;0,098913167360764;25;-0,262218756236321
"319";"035_T2_30";35;"l";"P1_4";"Rhca_se_1101";"Rhca";4;2017;NA;2018;0;508;84,142;0,098913167360764;25;-0,262218756236321
"320";"035_T2_30";35;"l";"P1_5";"Rhca_se_1102";"Rhca";3,5;2017;NA;2018;0;509;84,142;0,098913167360764;25;-0,262218756236321
"321";"035_T2_30";35;"l";"P1_2";"Soau_se_1101";"Soau";3;2017;2,6;2018;1;510;84,142;0,098913167360764;25;-0,262218756236321
"322";"035_T2_30";35;"l";"P1_3";"Soau_se_1102";"Soau";3;2017;1,9;2018;1;511;84,142;0,098913167360764;25;-0,262218756236321
"323";"035_T2_30";35;"l";"P1_8";"Soau_se_1105";"Soau";3;2017;NA;2018;0;516;84,142;0,098913167360764;25;-0,262218756236321
"324";"035_T2_50";35;"l";"P2_14";"Soau_se_1110";"Soau";3;2017;NA;2018;0;527;85,456;0,321307668393199;28,6666666666667;0,12173645177345
"325";"035_T2_50";35;"l";"P2_15";"Soau_se_1111";"Soau";2,5;2017;NA;2018;0;528;85,456;0,321307668393199;28,6666666666667;0,12173645177345
"326";"035_T2_50";35;"l";"P2_16";"Soau_se_1112";"Soau";3;2017;2,6;2018;1;529;85,456;0,321307668393199;28,6666666666667;0,12173645177345
"327";"035_T2_50";35;"l";"P2_17";"Soau_se_1109";"Soau";3;2017;NA;2018;0;526;85,456;0,321307668393199;28,6666666666667;0,12173645177345
"328";"035_T2_50";35;"l";"";"Soau_se_2204";"Soau";2,9;2018;7;2019;1;531;85,456;0,321307668393199;28,6666666666667;0,12173645177345
"329";"035_T2_50";35;"l";"";"Soau_se_2205";"Soau";4;2018;NA;2019;0;532;85,456;0,321307668393199;28,6666666666667;0,12173645177345
"330";"035_T2_50";35;"l";"";"Soau_se_2206";"Soau";3,2;2018;NA;2019;0;533;85,456;0,321307668393199;28,6666666666667;0,12173645177345
"332";"035_T2_50";35;"l";"P2_9";"Soau_se_1106";"Soau";5;2017;3,9;2018;1;535;85,456;0,321307668393199;28,6666666666667;0,12173645177345
"333";"035_T2_50";35;"l";"P2_10";"Soau_se_1107";"Soau";3,5;2017;NA;2018;0;536;85,456;0,321307668393199;28,6666666666667;0,12173645177345
"334";"035_T2_50";35;"l";"";"Rhca_se_2202";"Rhca";5;2018;NA;2019;0;524;85,456;0,321307668393199;28,6666666666667;0,12173645177345
"337";"035_T2_50";35;"l";"P2_12";"Fral_se_1102";"Fral";6,5;2017;6,3;2018;1;517;85,456;0,321307668393199;28,6666666666667;0,12173645177345
"338";"035_T2_50";35;"l";"P2_13";"Fral_se_1103";"Fral";9;2017;13,4;2018;1;518;85,456;0,321307668393199;28,6666666666667;0,12173645177345
"339";"035_T2_50";35;"l";"P3_18";"Fral_se_1104";"Fral";5;2017;NA;2018;0;519;85,456;0,321307668393199;28,6666666666667;0,12173645177345
"343";"035_T2_50";35;"l";"";"Rhca_se_2201";"Rhca";5;2018;4,5;2019;1;523;85,456;0,321307668393199;28,6666666666667;0,12173645177345
"345";"035_T2_50";35;"l";"P2_11";"Soau_se_1108";"Soau";4;2017;NA;2018;0;537;85,456;0,321307668393199;28,6666666666667;0,12173645177345
"346";"035_T2_70";35;"l";"P4_19";"Fral_se_1105";"Fral";4,5;2017;NA;2018;0;539;84,578;0,172706167703338;29,6666666666667;0,226451508503388
"347";"035_T2_90";35;"l";"P9_41";"Fral_se_1106";"Fral";6;2017;NA;2018;0;540;85,206;0,27899516819677;26,6666666666667;-0,0876936616864252
"348";"035_T2_90";35;"l";"P6_27";"Prpa_se_1101";"Prpa";7;2017;NA;2018;0;541;85,206;0,27899516819677;26,6666666666667;-0,0876936616864252
"349";"035_T2_90";35;"l";"P7_36";"Soau_se_1119";"Soau";5,5;2017;NA;2018;0;563;85,206;0,27899516819677;26,6666666666667;-0,0876936616864252
"350";"035_T2_90";35;"l";"P7_33";"Soau_se_1116";"Soau";6;2017;NA;2018;0;565;85,206;0,27899516819677;26,6666666666667;-0,0876936616864252
"351";"035_T2_90";35;"l";"P7_34";"Soau_se_1117";"Soau";5;2017;NA;2018;0;566;85,206;0,27899516819677;26,6666666666667;-0,0876936616864252
"352";"035_T2_90";35;"l";"P7_35";"Soau_se_1118";"Soau";4,5;2017;NA;2018;0;567;85,206;0,27899516819677;26,6666666666667;-0,0876936616864252
"353";"035_T2_90";35;"l";"P10_43";"Rhca_se_1113";"Rhca";3,5;2017;NA;2018;0;554;85,206;0,27899516819677;26,6666666666667;-0,0876936616864252
"354";"035_T2_90";35;"l";"P6_30";"Prpa_se_1102";"Prpa";5,5;2017;NA;2018;0;542;85,206;0,27899516819677;26,6666666666667;-0,0876936616864252
"355";"035_T2_90";35;"l";"P5_20";"Rhca_se_1103";"Rhca";6;2017;NA;2018;0;543;85,206;0,27899516819677;26,6666666666667;-0,0876936616864252
"356";"035_T2_90";35;"l";"P5_21";"Rhca_se_1104";"Rhca";4;2017;NA;2018;0;544;85,206;0,27899516819677;26,6666666666667;-0,0876936616864252
"357";"035_T2_90";35;"l";"P5_22";"Rhca_se_1105";"Rhca";2,5;2017;NA;2018;0;545;85,206;0,27899516819677;26,6666666666667;-0,0876936616864252
"358";"035_T2_90";35;"l";"P7_31";"Rhca_se_1110";"Rhca";5;2017;NA;2018;0;546;85,206;0,27899516819677;26,6666666666667;-0,0876936616864252
"359";"035_T2_90";35;"l";"P8_39";"Rhca_se_1111";"Rhca";6;2017;NA;2018;0;547;85,206;0,27899516819677;26,6666666666667;-0,0876936616864252
"360";"035_T2_90";35;"l";"P10_45";"Rhca_se_1115";"Rhca";4;2017;NA;2018;0;548;85,206;0,27899516819677;26,6666666666667;-0,0876936616864252
"361";"035_T2_90";35;"l";"P6_25";"Rhca_se_1106";"Rhca";4,5;2017;NA;2018;0;549;85,206;0,27899516819677;26,6666666666667;-0,0876936616864252
"362";"035_T2_90";35;"l";"P7_37";"Soau_se_1120";"Soau";7,5;2017;NA;2018;0;564;85,206;0,27899516819677;26,6666666666667;-0,0876936616864252
"363";"035_T2_90";35;"l";"P6_28";"Rhca_se_1108";"Rhca";4;2017;NA;2018;0;551;85,206;0,27899516819677;26,6666666666667;-0,0876936616864252
"364";"035_T2_90";35;"l";"P6_29";"Rhca_se_1109";"Rhca";3,5;2017;NA;2018;0;552;85,206;0,27899516819677;26,6666666666667;-0,0876936616864252
"365";"035_T2_90";35;"l";"P10_42";"Rhca_se_1112";"Rhca";3,5;2017;NA;2018;0;553;85,206;0,27899516819677;26,6666666666667;-0,0876936616864252
"366";"035_T2_90";35;"l";"P7_32";"Soau_se_1115";"Soau";2,5;2017;NA;2018;0;558;85,206;0,27899516819677;26,6666666666667;-0,0876936616864252
"367";"035_T2_90";35;"l";"P10_44";"Rhca_se_1114";"Rhca";4;2017;NA;2018;0;555;85,206;0,27899516819677;26,6666666666667;-0,0876936616864252
"368";"035_T2_90";35;"l";"P5_23";"Soau_se_1113";"Soau";3;2017;NA;2018;0;556;85,206;0,27899516819677;26,6666666666667;-0,0876936616864252
"369";"035_T2_90";35;"l";"P5_24";"Soau_se_1114";"Soau";3;2017;NA;2018;0;557;85,206;0,27899516819677;26,6666666666667;-0,0876936616864252
"370";"035_T2_90";35;"l";"P10_47";"Soau_se_1124";"Soau";4,5;2017;NA;2018;0;562;85,206;0,27899516819677;26,6666666666667;-0,0876936616864252
"371";"035_T2_90";35;"l";"P7_38";"Soau_se_1121";"Soau";2,5;2017;NA;2018;0;559;85,206;0,27899516819677;26,6666666666667;-0,0876936616864252
"372";"035_T2_90";35;"l";"P8_40";"Soau_se_1122";"Soau";2,5;2017;NA;2018;0;560;85,206;0,27899516819677;26,6666666666667;-0,0876936616864252
"373";"035_T2_90";35;"l";"P10_46";"Soau_se_1123";"Soau";2,5;2017;NA;2018;0;561;85,206;0,27899516819677;26,6666666666667;-0,0876936616864252
"374";"035_T2_90";35;"l";"P6_26";"Rhca_se_1107";"Rhca";4,5;2017;NA;2018;0;550;85,206;0,27899516819677;26,6666666666667;-0,0876936616864252
"375";"035_T3_50";35;"l";"56";"Fral_se_2201";"Fral";6,3;2018;NA;2019;0;568;82,68;-0,148530333787954;36,6666666666667;0,959456905612951
"376";"035_T3_50";35;"l";"P11_52";"Fral_se_1107";"Fral";6,5;2017;NA;2018;0;569;82,68;-0,148530333787954;36,6666666666667;0,959456905612951
"377";"035_T3_50";35;"l";"P11_53";"Fral_se_1108";"Fral";4,5;2017;NA;2018;0;570;82,68;-0,148530333787954;36,6666666666667;0,959456905612951
"378";"035_T3_50";35;"l";"P11_54";"Fral_se_1109";"Fral";7,5;2017;NA;2018;0;571;82,68;-0,148530333787954;36,6666666666667;0,959456905612951
"379";"035_T3_50";35;"l";"P11_55";"Rhca_se_1120";"Rhca";3,5;2017;NA;2018;0;572;82,68;-0,148530333787954;36,6666666666667;0,959456905612951
"380";"035_T3_50";35;"l";"P11_48";"Rhca_se_1116";"Rhca";4;2017;NA;2018;0;573;82,68;-0,148530333787954;36,6666666666667;0,959456905612951
"381";"035_T3_50";35;"l";"P11_49";"Rhca_se_1117";"Rhca";5;2017;NA;2018;0;574;82,68;-0,148530333787954;36,6666666666667;0,959456905612951
"382";"035_T3_50";35;"l";"P11_50";"Rhca_se_1118";"Rhca";5;2017;NA;2018;0;575;82,68;-0,148530333787954;36,6666666666667;0,959456905612951
"383";"035_T3_50";35;"l";"P11_51";"Rhca_se_1119";"Rhca";5,5;2017;NA;2018;0;576;82,68;-0,148530333787954;36,6666666666667;0,959456905612951
"384";"035_T4_10";35;"l";"25";"Rhca_se_1225";"Rhca";3,6;2017;NA;2018;0;580;82,43;-0,190842833984386;32,3333333333333;0,505691659783221
"385";"035_T4_10";35;"l";"34";"Rhca_se_1234";"Rhca";2,5;2017;NA;2018;0;581;82,43;-0,190842833984386;32,3333333333333;0,505691659783221
"386";"035_T4_10";35;"l";"37";"Rhca_se_1237";"Rhca";4,2;2017;6;2018;1;582;82,43;-0,190842833984386;32,3333333333333;0,505691659783221
"387";"035_T4_10";35;"l";"40";"Rhca_se_1240";"Rhca";4,5;2017;NA;2018;0;583;82,43;-0,190842833984386;32,3333333333333;0,505691659783221
"389";"035_T4_10";35;"l";"";"Rhca_se_2901";"Rhca";3,1;2018;NA;2019;0;607;82,43;-0,190842833984386;32,3333333333333;0,505691659783221
"390";"035_T4_10";35;"l";"";"Rhca_se_2910";"Rhca";4,2;2018;NA;2019;0;608;82,43;-0,190842833984386;32,3333333333333;0,505691659783221
"391";"035_T4_10";35;"l";"3";"Rhca_se_1203";"Rhca";5,2;2017;NA;2018;0;609;82,43;-0,190842833984386;32,3333333333333;0,505691659783221
"392";"035_T4_10";35;"l";"4";"Rhca_se_1204";"Rhca";4,9;2017;NA;2018;0;610;82,43;-0,190842833984386;32,3333333333333;0,505691659783221
"393";"035_T4_10";35;"l";"5";"Rhca_se_1205";"Rhca";3;2017;NA;2018;0;611;82,43;-0,190842833984386;32,3333333333333;0,505691659783221
"394";"035_T4_10";35;"l";"16";"Rhca_se_1216";"Rhca";3,4;2017;NA;2018;0;612;82,43;-0,190842833984386;32,3333333333333;0,505691659783221
"395";"035_T4_10";35;"l";"17";"Rhca_se_1217";"Rhca";4,8;2017;NA;2018;0;613;82,43;-0,190842833984386;32,3333333333333;0,505691659783221
"396";"035_T4_10";35;"l";"18";"Rhca_se_1218";"Rhca";3;2017;NA;2018;0;614;82,43;-0,190842833984386;32,3333333333333;0,505691659783221
"397";"035_T4_10";35;"l";"";"Rhca_se_2902";"Rhca";3,12;2018;NA;2019;0;615;82,43;-0,190842833984386;32,3333333333333;0,505691659783221
"398";"035_T4_10";35;"l";"";"Rhca_se_2903";"Rhca";3,56;2018;NA;2019;0;616;82,43;-0,190842833984386;32,3333333333333;0,505691659783221
"399";"035_T4_10";35;"l";"";"Rhca_se_2911";"Rhca";3,7;2018;5;2019;1;617;82,43;-0,190842833984386;32,3333333333333;0,505691659783221
"400";"035_T4_10";35;"l";"";"Rhca_se_2912";"Rhca";3,3;2018;NA;2019;0;618;82,43;-0,190842833984386;32,3333333333333;0,505691659783221
"401";"035_T4_10";35;"l";"";"Rhca_se_2913";"Rhca";3,4;2018;NA;2019;0;619;82,43;-0,190842833984386;32,3333333333333;0,505691659783221
"403";"035_T4_10";35;"l";"6";"Rhca_se_1206";"Rhca";2,8;2017;NA;2018;0;621;82,43;-0,190842833984386;32,3333333333333;0,505691659783221
"404";"035_T4_10";35;"l";"7";"Rhca_se_1207";"Rhca";2,2;2017;NA;2018;0;622;82,43;-0,190842833984386;32,3333333333333;0,505691659783221
"405";"035_T4_10";35;"l";"8";"Rhca_se_1208";"Rhca";3,2;2017;NA;2018;0;623;82,43;-0,190842833984386;32,3333333333333;0,505691659783221
"406";"035_T4_10";35;"l";"9";"Rhca_se_1209";"Rhca";0,5;2017;NA;2018;0;624;82,43;-0,190842833984386;32,3333333333333;0,505691659783221
"407";"035_T4_10";35;"l";"";"Rhca_se_2914";"Rhca";4,15;2018;NA;2019;0;625;82,43;-0,190842833984386;32,3333333333333;0,505691659783221
"408";"035_T4_10";35;"l";"";"Rhca_se_2915";"Rhca";3,4;2018;NA;2019;0;626;82,43;-0,190842833984386;32,3333333333333;0,505691659783221
"409";"035_T4_10";35;"l";"";"Rhca_se_2916";"Rhca";2,9;2018;NA;2019;0;627;82,43;-0,190842833984386;32,3333333333333;0,505691659783221
"410";"035_T4_10";35;"l";"";"Rhca_se_2922";"Rhca";3,6;2018;NA;2019;0;628;82,43;-0,190842833984386;32,3333333333333;0,505691659783221
"411";"035_T4_10";35;"l";"10";"Rhca_se_1210";"Rhca";1,9;2017;NA;2018;0;629;82,43;-0,190842833984386;32,3333333333333;0,505691659783221
"412";"035_T4_10";35;"l";"11";"Rhca_se_1211";"Rhca";5,3;2017;NA;2018;0;630;82,43;-0,190842833984386;32,3333333333333;0,505691659783221
"413";"035_T4_10";35;"l";"12";"Rhca_se_1212";"Rhca";3,8;2017;NA;2018;0;631;82,43;-0,190842833984386;32,3333333333333;0,505691659783221
"414";"035_T4_10";35;"l";"13";"Rhca_se_1213";"Rhca";4,4;2017;NA;2018;0;632;82,43;-0,190842833984386;32,3333333333333;0,505691659783221
"415";"035_T4_10";35;"l";"14";"Rhca_se_1214";"Rhca";3,5;2017;NA;2018;0;633;82,43;-0,190842833984386;32,3333333333333;0,505691659783221
"416";"035_T4_10";35;"l";"";"Rhca_se_2904";"Rhca";2,93;2018;NA;2019;0;634;82,43;-0,190842833984386;32,3333333333333;0,505691659783221
"417";"035_T4_10";35;"l";"";"Rhca_se_2905";"Rhca";3,6;2018;NA;2019;0;635;82,43;-0,190842833984386;32,3333333333333;0,505691659783221
"418";"035_T4_10";35;"l";"";"Rhca_se_2906";"Rhca";3,6;2018;NA;2019;0;636;82,43;-0,190842833984386;32,3333333333333;0,505691659783221
"419";"035_T4_10";35;"l";"";"Rhca_se_2907";"Rhca";4,4;2018;NA;2019;0;637;82,43;-0,190842833984386;32,3333333333333;0,505691659783221
"420";"035_T4_10";35;"l";"";"Rhca_se_2908";"Rhca";2,4;2018;3,5;2019;1;638;82,43;-0,190842833984386;32,3333333333333;0,505691659783221
"421";"035_T4_10";35;"l";"";"Rhca_se_2917";"Rhca";3,5;2018;NA;2019;0;639;82,43;-0,190842833984386;32,3333333333333;0,505691659783221
"422";"035_T4_10";35;"l";"";"Rhca_se_2918";"Rhca";4,2;2018;NA;2019;0;640;82,43;-0,190842833984386;32,3333333333333;0,505691659783221
"423";"035_T4_10";35;"l";"";"Rhca_se_2919";"Rhca";3,2;2018;NA;2019;0;641;82,43;-0,190842833984386;32,3333333333333;0,505691659783221
"424";"035_T4_10";35;"l";"";"Rhca_se_2920";"Rhca";3,6;2018;NA;2019;0;642;82,43;-0,190842833984386;32,3333333333333;0,505691659783221
"425";"035_T4_10";35;"l";"";"Rhca_se_2921";"Rhca";3,6;2018;NA;2019;0;643;82,43;-0,190842833984386;32,3333333333333;0,505691659783221
"427";"035_T4_10";35;"l";"";"Soau_se_2201";"Soau";3,8;2018;4,5;2019;1;645;82,43;-0,190842833984386;32,3333333333333;0,505691659783221
"428";"035_T4_10";35;"l";"";"Soau_se_2202";"Soau";4,6;2018;8;2019;1;646;82,43;-0,190842833984386;32,3333333333333;0,505691659783221
"429";"035_T4_10";35;"l";"";"Soau_se_2203";"Soau";6,4;2018;13,5;2019;1;647;82,43;-0,190842833984386;32,3333333333333;0,505691659783221
"433";"035_T4_10";35;"l";"27";"Rhca_se_1227";"Rhca";3,7;2017;NA;2018;0;595;82,43;-0,190842833984386;32,3333333333333;0,505691659783221
"434";"035_T4_10";35;"l";"28";"Rhca_se_1228";"Rhca";2,2;2017;NA;2018;0;596;82,43;-0,190842833984386;32,3333333333333;0,505691659783221
"435";"035_T4_10";35;"l";"41";"Rhca_se_1241";"Rhca";3,2;2017;NA;2018;0;584;82,43;-0,190842833984386;32,3333333333333;0,505691659783221
"438";"035_T4_10";35;"l";"";"Rhca_se_2923";"Rhca";2,8;2018;NA;2019;0;587;82,43;-0,190842833984386;32,3333333333333;0,505691659783221
"439";"035_T4_10";35;"l";"1";"Rhca_se_1201";"Rhca";2,3;2017;NA;2018;0;588;82,43;-0,190842833984386;32,3333333333333;0,505691659783221
"440";"035_T4_10";35;"l";"2";"Rhca_se_1202";"Rhca";2,6;2017;NA;2018;0;589;82,43;-0,190842833984386;32,3333333333333;0,505691659783221
"441";"035_T4_10";35;"l";"19";"Rhca_se_1219";"Rhca";3,7;2017;NA;2018;0;590;82,43;-0,190842833984386;32,3333333333333;0,505691659783221
"442";"035_T4_10";35;"l";"15";"Rhca_se_1215";"Rhca";2,9;2017;NA;2018;0;577;82,43;-0,190842833984386;32,3333333333333;0,505691659783221
"443";"035_T4_10";35;"l";"21";"Rhca_se_1221";"Rhca";1,8;2017;NA;2018;0;578;82,43;-0,190842833984386;32,3333333333333;0,505691659783221
"444";"035_T4_10";35;"l";"22";"Rhca_se_1222";"Rhca";1,3;2017;6,1;2018;1;579;82,43;-0,190842833984386;32,3333333333333;0,505691659783221
"445";"035_T4_10";35;"l";"26";"Rhca_se_1226";"Rhca";3,8;2017;NA;2018;0;594;82,43;-0,190842833984386;32,3333333333333;0,505691659783221
"446";"035_T4_10";35;"l";"31";"Rhca_se_1231";"Rhca";2,1;2017;NA;2018;0;599;82,43;-0,190842833984386;32,3333333333333;0,505691659783221
"447";"035_T4_10";35;"l";"32";"Rhca_se_1232";"Rhca";4,2;2017;NA;2018;0;600;82,43;-0,190842833984386;32,3333333333333;0,505691659783221
"448";"035_T4_10";35;"l";"29";"Rhca_se_1229";"Rhca";5,2;2017;NA;2018;0;597;82,43;-0,190842833984386;32,3333333333333;0,505691659783221
"449";"035_T4_10";35;"l";"30";"Rhca_se_1230";"Rhca";3;2017;NA;2018;0;598;82,43;-0,190842833984386;32,3333333333333;0,505691659783221
"450";"035_T4_10";35;"l";"36";"Rhca_se_1236";"Rhca";3,2;2017;3,9;2018;1;603;82,43;-0,190842833984386;32,3333333333333;0,505691659783221
"451";"035_T4_10";35;"l";"20";"Rhca_se_1220";"Rhca";4,2;2017;NA;2018;0;591;82,43;-0,190842833984386;32,3333333333333;0,505691659783221
"452";"035_T4_10";35;"l";"33";"Rhca_se_1233";"Rhca";4,1;2017;NA;2018;0;601;82,43;-0,190842833984386;32,3333333333333;0,505691659783221
"453";"035_T4_10";35;"l";"35";"Rhca_se_1235";"Rhca";3,5;2017;NA;2018;0;602;82,43;-0,190842833984386;32,3333333333333;0,505691659783221
"454";"035_T4_10";35;"l";"23";"Rhca_se_1223";"Rhca";1,5;2017;NA;2018;0;592;82,43;-0,190842833984386;32,3333333333333;0,505691659783221
"455";"035_T4_10";35;"l";"24";"Rhca_se_1224";"Rhca";3,2;2017;NA;2018;0;593;82,43;-0,190842833984386;32,3333333333333;0,505691659783221
"456";"035_T4_10";35;"l";"38";"Rhca_se_1238";"Rhca";4,1;2017;NA;2018;0;604;82,43;-0,190842833984386;32,3333333333333;0,505691659783221
"457";"035_T4_10";35;"l";"39";"Rhca_se_1239";"Rhca";4;2017;NA;2018;0;605;82,43;-0,190842833984386;32,3333333333333;0,505691659783221
"458";"035_T5_10";35;"l";"P13_4";"Rhca_se_1115";"Rhca";2,6;2017;NA;2018;0;651;84,52;0,162889667657766;33;0,57550169760318
"459";"035_T5_10";35;"l";"P13_5";"Rhca_se_1116";"Rhca";3,3;2017;NA;2018;0;652;84,52;0,162889667657766;33;0,57550169760318
"460";"035_T5_10";35;"l";"P13_15";"Rhca_se_1124";"Rhca";1;2017;NA;2018;0;662;84,52;0,162889667657766;33;0,57550169760318
"461";"035_T5_10";35;"l";"P13_6";"Rhca_se_1118";"Rhca";2,9;2017;NA;2018;0;663;84,52;0,162889667657766;33;0,57550169760318
"462";"035_T5_10";35;"l";"P13_8";"Rhca_se_1119";"Rhca";4,4;2017;NA;2018;0;654;84,52;0,162889667657766;33;0,57550169760318
"463";"035_T5_10";35;"l";"P13_14";"Rhca_se_1123";"Rhca";4,9;2017;NA;2018;0;655;84,52;0,162889667657766;33;0,57550169760318
"464";"035_T5_10";35;"l";"P13_9";"Rhca_se_1120";"Rhca";3,6;2017;NA;2018;0;664;84,52;0,162889667657766;33;0,57550169760318
"465";"035_T5_10";35;"l";"P13_7";"Rhca_se_1117";"Rhca";3,6;2017;NA;2018;0;653;84,52;0,162889667657766;33;0,57550169760318
"466";"035_T5_10";35;"l";"P13_25";"Rhca_se_1133";"Rhca";5;2017;NA;2018;0;658;84,52;0,162889667657766;33;0,57550169760318
"467";"035_T5_10";35;"l";"P13_28";"Rhca_se_1134";"Rhca";3,7;2017;NA;2018;0;659;84,52;0,162889667657766;33;0,57550169760318
"468";"035_T5_10";35;"l";"P13_22";"Rhca_se_1129";"Rhca";3,7;2017;NA;2018;0;656;84,52;0,162889667657766;33;0,57550169760318
"469";"035_T5_10";35;"l";"P13_24";"Rhca_se_1132";"Rhca";3,6;2017;NA;2018;0;657;84,52;0,162889667657766;33;0,57550169760318
"470";"035_T5_10";35;"l";"P13_29";"Rhca_se_1135";"Rhca";3,3;2017;NA;2018;0;660;84,52;0,162889667657766;33;0,57550169760318
"471";"035_T5_10";35;"l";"P13_30";"Rhca_se_1138";"Rhca";4,1;2017;NA;2018;0;661;84,52;0,162889667657766;33;0,57550169760318
"472";"035_T5_10";35;"l";"P13_19";"Rhca_se_1128";"Rhca";2,4;2017;NA;2018;0;675;84,52;0,162889667657766;33;0,57550169760318
"473";"035_T5_10";35;"l";"P13_20";"Rhca_se_1130";"Rhca";3,3;2017;NA;2018;0;667;84,52;0,162889667657766;33;0,57550169760318
"474";"035_T5_10";35;"l";"P13_21";"Rhca_se_1131";"Rhca";4,4;2017;NA;2018;0;668;84,52;0,162889667657766;33;0,57550169760318
"475";"035_T5_10";35;"l";"P13_11";"Rhca_se_1121";"Rhca";3,4;2017;NA;2018;0;665;84,52;0,162889667657766;33;0,57550169760318
"476";"035_T5_10";35;"l";"P13_12";"Rhca_se_1122";"Rhca";3,2;2017;NA;2018;1;666;84,52;0,162889667657766;33;0,57550169760318
"478";"035_T5_10";35;"l";"P13_17";"Rhca_se_1126";"Rhca";4,7;2017;NA;2018;0;672;84,52;0,162889667657766;33;0,57550169760318
"479";"035_T5_10";35;"l";"P13_33";"Rhca_se_1136";"Rhca";3,8;2017;NA;2018;0;669;84,52;0,162889667657766;33;0,57550169760318
"480";"035_T5_10";35;"l";"P13_34";"Rhca_se_1137";"Rhca";1,9;2017;NA;2018;0;670;84,52;0,162889667657766;33;0,57550169760318
"481";"035_T5_10";35;"l";"P13_18";"Rhca_se_1127";"Rhca";3,3;2017;NA;2018;0;673;84,52;0,162889667657766;33;0,57550169760318
"482";"035_T5_10";35;"l";"P13_16";"Rhca_se_1125";"Rhca";3,3;2017;NA;2018;0;674;84,52;0,162889667657766;33;0,57550169760318
"483";"035_T5_50";35;"l";"14";"Soau_se_2207";"Soau";1,9;2018;NA;2019;0;690;85,494;0,327739168423056;35,6666666666667;0,854741848883013
"484";"035_T5_50";35;"l";"15";"Soau_se_2208";"Soau";2;2018;NA;2019;0;691;85,494;0,327739168423056;35,6666666666667;0,854741848883013
"485";"035_T5_50";35;"l";"P12_13";"Rhca_se_1114";"Rhca";4,5;2017;NA;2018;0;689;85,494;0,327739168423056;35,6666666666667;0,854741848883013
"486";"035_T5_50";35;"l";NA;"Rhca_se_1101";"Rhca";4,1;2017;NA;2018;0;676;85,494;0,327739168423056;35,6666666666667;0,854741848883013
"487";"035_T5_50";35;"l";"P12_72";"Rhca_se_1102";"Rhca";4;2017;NA;2018;0;677;85,494;0,327739168423056;35,6666666666667;0,854741848883013
"488";"035_T5_50";35;"l";"16";"Soau_se_2209";"Soau";2,5;2018;3,5;2019;1;692;85,494;0,327739168423056;35,6666666666667;0,854741848883013
"489";"035_T5_50";35;"l";"19";"Soau_se_2212";"Soau";2,3;2018;NA;2019;0;693;85,494;0,327739168423056;35,6666666666667;0,854741848883013
